epi_week;date;country;state;city;ibgeID;cod_RegiaoDeSaude;name_RegiaoDeSaude;newDeaths;deaths;newCases;totalCases;deaths_per_100k_inhabitants;totalCases_per_100k_inhabitants;deaths_by_totalCases;_source;last_info_date
9;25/02/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;1;1;0;0,00816;0;SES;26/07/2020
9;26/02/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;0;1;0;0,00816;0;SES;26/07/2020
9;27/02/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;0;1;0;0,00816;0;SES;26/07/2020
9;28/02/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;1;2;0;0,01632;0;SES;26/07/2020
9;29/02/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;0;2;0;0,01632;0;SES;26/07/2020
10;01/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;0;2;0;0,01632;0;SES;26/07/2020
10;02/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;0;2;0;0,01632;0;SES;26/07/2020
10;03/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;0;2;0;0,01632;0;SES;26/07/2020
10;04/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;1;3;0;0,02449;0;SES;26/07/2020
10;05/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;3;6;0;0,04897;0;SES;26/07/2020
10;06/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;0;6;0;0,04897;0;SES;26/07/2020
10;07/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;6;12;0;0,09794;0;SES;26/07/2020
11;08/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;3;15;0;0,12243;0;SES;26/07/2020
11;09/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;0;15;0;0,12243;0;SES;26/07/2020
11;10/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;3;18;0;0,14691;0;SES;26/07/2020
11;11/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;11;29;0;0,2367;0;SES;26/07/2020
11;12/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;15;44;0;0,35912;0;SES;26/07/2020
11;13/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;0;44;0;0,35912;0;SES;26/07/2020
11;14/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;18;62;0;0,50604;0;SES;26/07/2020
12;15/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;0;62;0;0,50604;0;SES;26/07/2020
12;16/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;0;83;145;0;1,18348;0;SES;26/07/2020
12;17/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;1;1;11;156;0,00816;1,27326;0,00641;SES;26/07/2020
12;18/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;2;3;58;214;0,02449;1,74665;0,01402;SES;26/07/2020
12;19/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;2;5;45;259;0,04081;2,11394;0,01931;SES;26/07/2020
12;20/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;4;9;47;306;0,07346;2,49755;0,02941;SES;26/07/2020
12;21/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;9;0;306;0,07346;2,49755;0,02941;SES;26/07/2020
13;22/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;9;0;306;0,07346;2,49755;0,02941;SES;26/07/2020
13;23/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;9;0;306;0,07346;2,49755;0,02941;SES;26/07/2020
13;24/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;9;0;306;0,07346;2,49755;0,02941;SES;26/07/2020
13;25/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;35;44;416;722;0,35912;5,8929;0,06094;SES;26/07/2020
13;26/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;9;53;177;899;0,43258;7,33756;0,05895;SES;26/07/2020
13;27/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;9;62;145;1044;0,50604;8,52104;0,05939;SES;26/07/2020
13;28/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;62;0;1044;0,50604;8,52104;0,05939;SES;26/07/2020
14;29/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;0;62;0;1044;0,50604;8,52104;0,05939;SES;26/07/2020
14;30/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;41;103;189;1233;0,84068;10,06364;0,08354;SES;26/07/2020
14;31/03/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;18;121;652;1885;0,98759;15,38521;0,06419;SES;26/07/2020
14;01/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;23;144;533;2418;1,17532;19,73552;0,05955;SES;26/07/2020
14;02/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;20;164;397;2815;1,33855;22,9758;0,05826;SES;26/07/2020
14;03/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;22;186;387;3202;1,51812;26,13446;0,05809;SES;26/07/2020
14;04/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;26;212;294;3496;1,73033;28,53406;0,06064;SES;26/07/2020
15;05/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;8;220;116;3612;1,79562;29,48085;0,06091;SES;26/07/2020
15;06/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;24;244;142;3754;1,99151;30,63984;0,065;SES;26/07/2020
15;07/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;52;296;504;4258;2,41593;34,75344;0,06952;SES;26/07/2020
15;08/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;43;339;689;4947;2,76689;40,37701;0,06853;SES;26/07/2020
15;09/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;45;384;530;5477;3,13418;44,70282;0,07011;SES;26/07/2020
15;10/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;25;409;505;5982;3,33822;48,82459;0,06837;SES;26/07/2020
15;11/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;13;422;149;6131;3,44433;50,04072;0,06883;SES;26/07/2020
16;12/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;23;445;221;6352;3,63205;51,8445;0,07006;SES;26/07/2020
16;13/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;11;456;66;6418;3,72183;52,38319;0,07105;SES;26/07/2020
16;14/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;56;512;287;6705;4,1789;54,72566;0,07636;SES;26/07/2020
16;15/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;46;558;1059;7764;4,55435;63,36913;0,07187;SES;26/07/2020
16;16/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;45;603;144;7908;4,92164;64,54444;0,07625;SES;26/07/2020
16;17/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;40;643;836;8744;5,24811;71,36781;0,07354;SES;26/07/2020
16;18/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;43;686;684;9428;5,59908;76,95056;0,07276;SES;26/07/2020
17;19/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;14;700;240;9668;5,71334;78,90942;0,0724;SES;26/07/2020
17;20/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;15;715;147;9815;5,83577;80,10922;0,07285;SES;26/07/2020
17;21/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;38;753;527;10342;6,14592;84,41055;0,07281;SES;26/07/2020
17;22/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;25;778;349;10691;6,34997;87,25906;0,07277;SES;26/07/2020
17;23/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;134;912;534;11225;7,44367;91,61752;0,08125;SES;26/07/2020
17;24/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;98;1010;575;11800;8,24354;96,31063;0,08559;SES;26/07/2020
17;25/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;89;1099;1298;13098;8,96995;106,90479;0,08391;SES;26/07/2020
18;26/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;15;1114;415;13513;9,09238;110,29199;0,08244;SES;26/07/2020
18;27/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;58;1172;476;13989;9,56577;114,17706;0,08378;SES;26/07/2020
18;28/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;149;1321;1408;15397;10,78189;125,66904;0,0858;SES;26/07/2020
18;29/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;118;1439;1241;16638;11,745;135,79798;0,08649;SES;26/07/2020
18;30/04/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;83;1522;1511;18149;12,42244;148,13064;0,08386;SES;26/07/2020
18;01/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;85;1607;938;19087;13,1162;155,78652;0,08419;SES;26/07/2020
18;02/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;54;1661;407;19494;13,55694;159,10842;0,08521;SES;26/07/2020
19;03/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;12;1673;328;19822;13,65489;161,78553;0,0844;SES;26/07/2020
19;04/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;10;1683;251;20073;13,73651;163,83417;0,08384;SES;26/07/2020
19;05/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;118;1801;1067;21140;14,69961;172,54293;0,08519;SES;26/07/2020
19;06/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;109;1910;2047;23187;15,58926;189,25038;0,08237;SES;26/07/2020
19;07/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;76;1986;1086;24273;16,20957;198,11422;0,08182;SES;26/07/2020
19;08/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;124;2110;1094;25367;17,22165;207,04336;0,08318;SES;26/07/2020
19;09/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;113;2223;1420;26787;18,14394;218,63328;0,08299;SES;26/07/2020
20;10/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;43;2266;520;27307;18,4949;222,87748;0,08298;SES;26/07/2020
20;11/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;15;2281;464;27771;18,61733;226,66461;0,08214;SES;26/07/2020
20;12/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;124;2405;911;28682;19,62941;234,10012;0,08385;SES;26/07/2020
20;13/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;89;2494;1720;30402;20,35582;248,13861;0,08203;SES;26/07/2020
20;14/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;102;2596;1471;31873;21,18834;260,14479;0,08145;SES;26/07/2020
20;15/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;78;2674;2119;33992;21,82497;277,4399;0,07867;SES;26/07/2020
20;16/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;118;2792;1437;35429;22,78807;289,16857;0,07881;SES;26/07/2020
21;17/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;43;2835;502;35931;23,13904;293,26585;0,0789;SES;26/07/2020
21;18/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;21;2856;257;36188;23,31044;295,36347;0,07892;SES;26/07/2020
21;19/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;173;3029;1452;37640;24,72245;307,21457;0,08047;SES;26/07/2020
21;20/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;106;3135;1826;39466;25,58761;322,11823;0,07944;SES;26/07/2020
21;21/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;103;3238;1985;41451;26,42829;338,31964;0,07812;SES;26/07/2020
21;22/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;114;3352;1522;42973;27,35875;350,74208;0,078;SES;26/07/2020
21;23/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;139;3491;1914;44887;28,49325;366,36399;0,07777;SES;26/07/2020
22;24/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;43;3534;640;45527;28,84422;371,58761;0,07762;SES;26/07/2020
22;25/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;21;3555;677;46204;29,01562;377,11323;0,07694;SES;26/07/2020
22;26/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;136;3691;1350;47554;30,12564;388,13182;0,07762;SES;26/07/2020
22;27/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;135;3826;1710;49264;31,2275;402,0887;0,07766;SES;26/07/2020
22;28/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;132;3958;3455;52719;32,30487;430,28812;0,07508;SES;26/07/2020
22;29/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;158;4116;3022;55741;33,59445;454,95344;0,07384;SES;26/07/2020
22;30/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;123;4239;2878;58619;34,59837;478,44344;0,07231;SES;26/07/2020
23;31/05/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;41;4280;1512;60131;34,93301;490,78426;0,07118;SES;26/07/2020
23;01/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;24;4304;995;61126;35,12889;498,90536;0,07041;SES;26/07/2020
23;02/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;139;4443;3317;64443;36,2634;525,97844;0,06894;SES;26/07/2020
23;03/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;121;4564;2334;66777;37,25099;545,02836;0,06835;SES;26/07/2020
23;04/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;111;4675;2570;69347;38,15696;566,00449;0,06741;SES;26/07/2020
23;05/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;130;4805;2106;71453;39,21801;583,19349;0,06725;SES;26/07/2020
23;06/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;96;4901;2408;73861;40,00156;602,84738;0,06635;SES;26/07/2020
24;07/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;19;4920;935;74796;40,15663;610,47878;0,06578;SES;26/07/2020
24;08/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;17;4937;903;75699;40,29539;617,84899;0,06522;SES;26/07/2020
24;09/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;136;5073;2327;78026;41,40541;636,84177;0,06502;SES;26/07/2020
24;10/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;159;5232;2431;80457;42,70315;656,68339;0,06503;SES;26/07/2020
24;11/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;125;5357;2619;83076;43,72339;678,05945;0,06448;SES;26/07/2020
24;12/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;123;5480;2546;85622;44,72731;698,83969;0,064;SES;26/07/2020
24;13/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;119;5599;2403;88025;45,69858;718,45278;0,06361;SES;26/07/2020
25;14/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;24;5623;3173;91198;45,89446;744,35055;0,06166;SES;26/07/2020
25;15/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;29;5652;2250;93448;46,13116;762,71486;0,06048;SES;26/07/2020
25;16/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;167;5819;4228;97676;47,4942;797,22345;0,05957;SES;26/07/2020
25;17/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;140;5959;456;98132;48,63687;800,94528;0,06072;SES;26/07/2020
25;18/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;138;6097;398;98530;49,76321;804,19372;0,06188;SES;26/07/2020
25;19/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;158;6255;6877;105407;51,05279;860,32323;0,05934;SES;26/07/2020
25;20/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;116;6371;184;105591;51,99958;861,82502;0,06034;SES;26/07/2020
26;21/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;16;6387;949;106540;52,13017;869,57068;0,05995;SES;26/07/2020
26;22/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;17;6404;1191;107731;52,26892;879,29153;0,05944;SES;26/07/2020
26;23/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;179;6583;2483;110214;53,7299;899,55757;0,05973;SES;26/07/2020
26;24/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;92;6675;3047;113261;54,4808;924,42693;0,05893;SES;26/07/2020
26;25/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;119;6794;4050;117311;55,45207;957,48269;0,05791;SES;26/07/2020
26;26/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;86;6880;3852;121163;56,15399;988,9224;0,05678;SES;26/07/2020
26;27/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;102;6982;1596;122759;56,98651;1001,94882;0,05688;SES;26/07/2020
27;28/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;21;7003;1346;124105;57,15791;1012,93476;0,05643;SES;26/07/2020
27;29/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;23;7026;907;125012;57,34563;1020,33762;0,0562;SES;26/07/2020
27;30/06/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;136;7162;2107;127119;58,45565;1037,53478;0,05634;SES;26/07/2020
27;01/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;96;7258;2209;129328;59,2392;1055,56446;0,05612;SES;26/07/2020
27;02/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;112;7370;5656;134984;60,15333;1101,72826;0,0546;SES;26/07/2020
27;03/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;109;7479;2090;137074;61,04298;1118,78667;0,05456;SES;26/07/2020
27;04/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;118;7597;688;137762;62,00609;1124,40207;0,05515;SES;26/07/2020
28;05/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;24;7621;2109;139871;62,20197;1141,61555;0,05449;SES;26/07/2020
28;06/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;13;7634;360;140231;62,30808;1144,55384;0,05444;SES;26/07/2020
28;07/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;109;7743;2271;142502;63,19773;1163,08956;0,05434;SES;26/07/2020
28;08/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;121;7864;2071;144573;64,18532;1179,99289;0,05439;SES;26/07/2020
28;09/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;100;7964;2166;146739;65,00151;1197,6716;0,05427;SES;26/07/2020
28;10/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;125;8089;2692;149431;66,02175;1219,64348;0,05413;SES;26/07/2020
28;11/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;87;8176;1934;151365;66,73184;1235,42863;0,05402;SES;26/07/2020
29;12/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;36;8212;1441;152806;67,02567;1247,18995;0,05374;SES;26/07/2020
29;13/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;19;8231;1207;154013;67,18074;1257,04139;0,05344;SES;26/07/2020
29;14/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;105;8336;4789;158802;68,03774;1296,12881;0,05249;SES;26/07/2020
29;15/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;115;8451;1524;160326;68,97636;1308,56757;0,05271;SES;26/07/2020
29;16/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;134;8585;1916;162242;70,07006;1324,20581;0,05291;SES;26/07/2020
29;17/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;111;8696;1382;163624;70,97603;1335,48558;0,05315;SES;26/07/2020
29;18/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;74;8770;1470;165094;71,58002;1347,4836;0,05312;SES;26/07/2020
30;19/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;8;8778;979;166073;71,64531;1355,47411;0,05286;SES;26/07/2020
30;20/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;21;8799;275;166348;71,81671;1357,71864;0,0529;SES;26/07/2020
30;21/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;121;8920;1453;167801;72,8043;1369,57791;0,05316;SES;26/07/2020
30;22/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;105;9025;3318;171119;73,6613;1396,65915;0,05274;SES;26/07/2020
30;23/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;73;9098;2591;173710;74,25712;1417,80668;0,05237;SES;26/07/2020
30;24/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;58;9156;2480;176190;74,73052;1438,04823;0,05197;SES;26/07/2020
30;25/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;49;9205;2925;179115;75,13045;1461,92184;0,05139;SES;26/07/2020
31;26/07/2020;Brazil;SP;Ṣo Paulo/SP;3550308;35016;Ṣo Paulo;17;9222;662;179777;75,2692;1467,32503;0,0513;SES;26/07/2020
